Rank,Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label
41,Remembering It Wrong,Remembering It Wrong,Jordana Bryant,,03/01/2025,222306,26,pop singer-songwriter,Starlight Music Productions
42,Breathing,Breathing,Lila Dupont,,03/01/2025,247450,31,,Lila Dupont
43,WHAT ARE WE DOIN,WHAT ARE WE DOIN,JuJu;03 Greedo,,03/01/2025,160000,22,,1847952 Records DK
44,Next To Me,Next To Me,Nicotine Dolls,,03/01/2025,273839,32,,Nettwerk Music Group
45,New Energy,New Energy,Nadia Ali,,01/01/2025,178560,19,trance,Smile In Bed Music
46,This High,This High,Manse,,03/01/2025,183750,20,"progressive house,big room,edm",Protocol Recordings
47,All Good Things (Come To An End),All Good Things (Come To An End),AfroSalto;Mednas;AFROJACK;Gregor Salto,,03/01/2025,146823,40,"afro house,latin house,edm,big room,tribal house,future house",Spinnin' Records
48,We're All Gonna Die,We're All Gonna Die,Felicia Lu,,03/01/2025,188125,25,,Felicia Lu
49,I Grow Up All Over Again,I Grow Up All Over Again,Hannah Grace,,01/01/2025,250729,12,,Remedy Records
50,Infamous,Call Me Bella,Bella Masone,,01/01/2025,177500,11,,Bellamasonemusic
51,S3DUC3,S3DUC3,Thouxanbanfauni,,31/12/2024,122616,6,"cloud rap,melodic rap",Thouxan inc.
52,River Of Sorrows,CURSED,Paleface Swiss,,03/01/2025,242984,53,"deathcore,metalcore,metal",Paleface Swiss GmbH
53,Fire Escape,Fire Escape,aeseaes,,03/01/2025,216173,19,,aeseaes
54,Stranger,Stranger,Humbird,,03/01/2025,64310,10,,Nettwerk Music Group
55,Not Falling In Love Tonight,Not Falling In Love Tonight,Coyote Theory,,03/01/2025,250383,16,,Nettwerk Music Group
56,This Town,This Town,Myles Erlick,,01/01/2025,167356,35,,Myles Erlick
57,Back on Tour,Back on Tour,Connor Price,,03/01/2025,172116,43,,4 of clubs LLC
58,1995,CHICAGO ON TOP,Jake Shore;Bishop Snow,,30/12/2024,139047,0,"g-funk,west coast hip hop",TH3RD BRAIN
59,Call Me Up,Call Me Up,Ky William;ANATTA,,01/01/2025,182325,0,"latin house,tech house",NO SOUL
60,Sorry I Been Ballin,Sorry I Been Ballin,Rx Papi,,03/01/2025,181132,21,cloud rap,Dawg Shit Records
61,Midnight in Hollywood,Midnight in Hollywood,Tender Misfit,,03/01/2025,192000,18,,Slumbo Labs
62,Some Way To Hide,Some Way To Hide,MYRY,,03/01/2025,184090,19,"soft pop,electropop,electronic,alternative",Chapter 137 Records
63,Yellow,Yellow,Wes Nelson,,31/12/2024,142549,54,,RCA Records Label
64,Streets,Streets,Brent de la Cruz,,03/01/2025,113466,14,,ALTER Music LLC
65,AH AH AH,AH AH AH,Roxie,,01/01/2025,125027,29,,Roxie Music
66,Galata,Galata,Avcio,,03/01/2025,180000,15,organic house,GROW
67,Break Up To Make Up,Piece Of Me,BANA,,01/01/2025,178909,24,,BANA
68,Even God,Even God,LUM!X;jayover,,03/01/2025,128100,38,"slap house,melbourne bounce",Spinnin' Records
69,Samba Elétrico,Samba Elétrico,Gabry Ponte;CERES,,03/01/2025,150000,40,"slap house,italo dance,hypertechno,techno",PENTAPHONIA
70,On The Break Of Dawn,On The Break Of Dawn,Cartoon;Kristjan Järvi;Kitty Florentine;Nordic Pulse,,03/01/2025,215172,36,"minimalism,contemporary classical,neoclassical,ballet,classical",NCS
71,NEW DAY RISING.,NEW DAY RISING.,KONG.,,01/01/2025,218261,0,,We Are: The Guard
72,Old Man's Grace,Old Man's Grace,Nathan Evans,,03/01/2025,167323,43,sea shanties,Better Now Records
73,borrowed,borrowed,lighthearted,,03/01/2025,240128,18,,lighthearted (Canvas Music)
74,Gas Gas,Gas Gas,Totoy El Frio;Fuego,,03/01/2025,221142,10,"reggaeton,urbano latino,trap latino",Runner Records
75,Wish You Well,Wish You Well,Ollie Wride,,03/01/2025,226413,26,"synthwave,synthpop,vaporwave",M3 Recordings
76,Lights Go Out,Lights Go Out,Old Jim;Tai Woffinden;NOISETIME,,03/01/2025,125196,21,"hypertechno,trance",Armada Music
77,Outlaw,Outlaw,Edward Smith,,03/01/2025,162333,37,,Melon Records
78,Quicksand,The Split: Barcelona,Olivia Broadfield,,29/12/2024,241700,19,,Townsend Music Limited/Cherry Bang Ltd
79,Famous,Famous,Alexia Jayy,,03/01/2025,222631,10,,Julius Talent Partners
80,FEIN,FEIN,Toby Mai,,03/01/2025,228000,30,dark r&b,Toby Mai
81,Call You Back,Call You Back,Kode,,03/01/2025,221975,44,,Position Music
82,FOCUS ON ME,FOCUS ON ME,ENILA,,03/01/2025,178748,23,,ENILA
83,Now And Then,Now And Then,Emma Jensen,,03/01/2025,210928,33,,Columbia
84,Drowning,Drowning,Re:um,,03/01/2025,156375,50,,RE:UM
85,Follow On,Follow On,Harrison Storm,,03/01/2025,228324,45,indie folk,Nettwerk Music Group
86,With u,With u,dexter in the newsagent,,01/01/2025,140000,32,lo-fi indie,Dexter/RULESTHEWORLD RECORDS
87,Lemon Tree,Lemon Tree,secs on the beach,,03/01/2025,114655,45,,Kinneloa Records
88,Lonely Heat,Lonely Heat,Drew Sycamore,,03/01/2025,190796,31,dansk pop,WM Denmark
89,Childhood,Childhood,Sarah Klang,,03/01/2025,182824,42,swedish pop,Nettwerk Music Group
90,Phantom Power,Hues,Casey Lee Williams,,03/01/2025,233448,0,,Way Out Recording Co.
91,Country Boy,Country Boy,Saga Ludvigsson,,03/01/2025,164041,26,,Universal Music AB
92,LIAR,LIAR,Chloey Indica,,03/01/2025,155604,14,,The Upstate Sound LLC
93,twisted,twisted,Anfa Rose,,30/12/2024,225265,13,trap soul,44 Petals
94,Cinematic Goodbye,Cinematic Goodbye,Eden xo,,03/01/2025,229263,11,,drips gold
95,Plead The Fifth,Plead The Fifth,Cooper Alan,,30/12/2024,206373,0,country,Cooper Alan
96,coming back (again),coming back (again),New Body Electric,,03/01/2025,195676,0,,new body electric records
97,I Can Be Wrong,I Can Be Wrong,Slow Coast,,03/01/2025,205093,32,,Slow Coast
98,adhd,adhd,mou,,02/01/2025,152914,0,indie jazz,mou
99,Jungle,Jungle,CALOUR;Luh Kel,,03/01/2025,181469,17,,CALOUR
100,YOU LOOK JUST LIKE ME,YOU LOOK JUST LIKE ME,Bestfriend,,03/01/2025,211748,16,bedroom pop,Nettwerk Music Group
